City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
396,shingu,33.7333,135.9833,17.88,71,100,3.94,JP,1699318728
397,punta santiago,18.1663,-65.7482,27.86,84,25,0.89,PR,1699318729
398,middlesboro,36.6084,-83.7166,18.05,76,0,0.0,US,1699318730
399,ganshui,28.7422,106.7111,17.74,76,98,1.68,CN,1699318730
400,lejanias,3.5251,-74.0216,21.27,96,62,1.76,CO,1699318731
401,tabou,4.423,-7.3528,25.72,88,100,2.61,CI,1699318732
402,coquimbo,-29.9533,-71.3436,14.85,77,20,3.6,CL,1699318732
403,xiantao,30.3833,113.4,15.93,44,0,2.32,CN,1699318733
404,timimoun,29.2639,0.231,21.21,14,0,1.54,DZ,1699318734
405,ain sefra,32.75,-0.5833,9.8,85,5,3.89,DZ,1699318735
406,atafu village,-8.5421,-172.5159,29.03,73,99,3.93,TK,1699318735
407,kolwezi,-10.7148,25.4667,16.67,95,100,2.81,CD,1699318205
408,tanumah,27.1,44.1333,21.8,33,0,1.91,SA,1699318737
409,kosh-agach,50.0,88.6667,-14.83,87,100,0.45,RU,1699318738
410,westport,41.1415,-73.3579,11.15,82,100,3.58,US,1699318739
411,choibalsan,48.0667,114.5,-13.85,86,100,1.75,MN,1699318739
412,saynshand,44.8824,110.1163,-9.01,79,67,3.68,MN,1699318740
413,figuig (centre),32.1089,-1.2286,13.64,64,0,5.49,MA,1699318741
414,tazacorte,28.629,-17.9293,20.54,68,100,6.69,ES,1699318742
415,iskateley,67.6803,53.1512,1.68,100,100,8.94,RU,1699318743
416,mramani,-12.3464,44.5286,25.84,80,6,4.74,KM,1699318743
417,portland,45.5234,-122.6762,12.69,93,100,6.71,US,1699318572
418,mugia,43.1041,-9.2179,11.76,76,21,9.6,ES,1699318745
419,hurricane,37.1753,-113.2899,25.19,22,0,0.45,US,1699318745
420,belogorsk,50.9158,128.4611,-11.18,75,100,4.92,RU,1699318746
421,illizi,26.4833,8.4667,20.89,13,0,3.56,DZ,1699318748
422,tual,-5.6667,132.75,27.6,81,100,5.86,ID,1699318749
423,dzuunmod,48.2199,97.3744,-17.62,72,100,1.64,MN,1699318749
424,chui,-33.6971,-53.4616,15.03,87,0,5.07,UY,1699318750
425,avarua,-21.2078,-159.775,24.03,60,75,5.14,CK,1699318751
426,urengoy,65.9667,78.3667,-12.93,94,100,5.6,RU,1699318752
427,el calafate,-50.3408,-72.2768,7.96,65,85,3.16,AR,1699318753
428,berezovo,63.9381,65.0419,1.56,95,89,4.61,RU,1699318754
429,leshan,29.5623,103.7639,18.49,69,98,0.54,CN,1699318494
430,gamboma,-1.8764,15.8644,23.75,90,100,1.4,CG,1699318755
431,terme,41.2092,36.9739,17.58,83,66,0.43,TR,1699318756
432,pisco,-13.7,-76.2167,19.03,88,0,8.23,PE,1699318757
433,tobelo,1.7284,128.0095,29.72,66,18,0.84,ID,1699318757
434,rawah,34.4816,41.9093,20.48,37,0,3.6,IQ,1699318758
435,topeka,39.0483,-95.678,17.41,70,98,3.01,US,1699318759
436,ausa,41.9271,2.2497,11.37,91,4,1.24,ES,1699318760
437,katsuura,35.1333,140.3,24.01,86,52,14.89,JP,1699318575
438,luanda,-8.8368,13.2343,26.0,83,100,3.09,AO,1699318761
439,amahai,-3.3333,128.9167,28.43,77,84,2.36,ID,1699318762
440,cabedelo,-6.9811,-34.8339,26.37,70,91,3.77,BR,1699318762
441,heihe,50.2441,127.4902,-9.19,71,100,5.92,CN,1699318763
442,alto araguaia,-17.3147,-53.2153,29.0,34,72,1.93,BR,1699318764
443,whangarei,-35.7317,174.3239,18.72,36,54,2.05,NZ,1699318765
444,beau vallon,-20.4189,57.6953,23.13,88,75,1.54,MU,1699318766
445,bermeo,43.4209,-2.7215,9.58,73,41,4.9,ES,1699318767
446,lagunas,-5.2269,-75.6753,24.04,78,19,0.56,PE,1699318767
447,coeur d'alene,47.6777,-116.7805,9.31,88,100,5.66,US,1699318768
448,san patricio,28.017,-97.5169,24.91,76,100,5.16,US,1699318769
449,ejido,8.5514,-71.2375,20.08,94,47,2.23,VE,1699318770
450,vegreville,53.5001,-112.0518,2.17,100,3,5.14,CA,1699318770
451,holmsund,63.706,20.3641,1.97,100,100,4.02,SE,1699318771
452,alaghsas,17.0187,8.0168,24.39,15,4,4.45,NE,1699318772
453,nchelenge,-9.3451,28.734,21.68,84,100,3.05,ZM,1699318772
454,jamaame,0.0697,42.745,25.25,87,100,1.63,SO,1699318773
455,coruripe,-10.1256,-36.1756,25.49,80,65,4.38,BR,1699318774
456,castelnovo ne'monti,44.4356,10.4033,11.13,90,20,2.71,IT,1699318775
457,dzhambeyty,50.2536,52.595,7.31,73,100,5.87,KZ,1699318775
458,nacala,-14.5428,40.6728,24.69,90,21,2.77,MZ,1699318776
459,phitsanulok,16.9167,100.5,25.06,84,41,0.91,TH,1699318777
460,pathein,16.7833,94.7333,26.06,86,48,1.9,MM,1699318778
461,zuunmod,47.7069,106.9528,-12.43,92,100,4.56,MN,1699318778
462,ati,13.2154,18.3353,27.48,17,100,4.64,TD,1699318780
463,camrose,53.0168,-112.8353,0.74,78,32,3.2,CA,1699318780
464,santa marinella,42.0345,11.8536,16.95,90,100,4.55,IT,1699318781
465,santa ana,33.7456,-117.8678,24.64,69,0,1.34,US,1699318782
466,oodweyne,9.4092,45.064,21.48,59,90,1.9,SO,1699318783
467,green river,41.5286,-109.4662,11.77,38,100,0.45,US,1699318784
468,bandarbeyla,9.4942,50.8122,25.81,83,100,5.32,SO,1699318784
469,gotse delchev,41.5667,23.7333,11.73,75,0,1.59,BG,1699318785
470,taro,-8.3862,115.28,24.0,51,100,1.31,ID,1699318786
471,sao gabriel da cachoeira,-0.1303,-67.0892,24.05,98,95,0.61,BR,1699318787
472,lokhvytsya,50.3678,33.2602,8.85,83,7,5.63,UA,1699318788
473,moquegua,-17.1956,-70.9353,19.65,47,79,0.76,PE,1699318788
474,sarina,-21.4333,149.2167,25.13,66,30,5.45,AU,1699318789
475,babana,10.4295,3.815,25.57,54,96,1.06,NG,1699318790
476,uliastay,47.7417,96.8444,-17.42,76,100,2.1,MN,1699318791
477,tanjung pandan,-2.75,107.65,28.46,73,100,2.35,ID,1699318792
478,ciudad de armeria,18.9333,-103.9667,25.73,84,8,0.29,MX,1699318793
479,tahara,34.6667,137.2667,20.58,62,100,12.13,JP,1699318793
480,morro do chapeu,-11.55,-41.1561,19.79,90,79,5.29,BR,1699318795
481,saudarkrokur,65.7461,-19.6394,-0.18,73,100,2.43,IS,1699318795
482,nyala,12.05,24.8833,25.36,26,27,4.46,SD,1699318796
483,zarghun shahr,32.8473,68.4457,8.13,74,100,2.05,AF,1699318797
484,labasa,-16.4167,179.3833,29.73,63,100,5.25,FJ,1699318798
485,voru,57.8339,27.0194,6.97,96,100,3.16,EE,1699318799
486,soio,-6.1349,12.3689,25.72,89,100,3.5,AO,1699318799
487,gournay-en-bray,49.4828,1.7247,8.97,96,96,5.61,FR,1699318800
488,haiku-pauwela,20.9219,-156.3051,29.03,55,0,10.02,US,1699318801
489,san ignacio,17.1561,-89.0714,25.08,100,75,0.0,BZ,1699318803
490,kavaratti,10.5669,72.642,28.2,71,100,0.62,IN,1699318805
491,burao,9.5221,45.5336,21.23,60,50,2.39,SO,1699318807
492,narva,59.3772,28.1903,6.36,97,100,1.51,EE,1699318293
493,uige,-7.6087,15.0613,19.22,93,44,0.61,AO,1699318809
494,peace river,56.2501,-117.286,-1.61,98,64,0.89,CA,1699318810
495,penzance,50.1186,-5.5371,11.54,68,7,10.7,GB,1699318309
496,contamana,-7.3333,-75.0167,23.76,82,69,0.97,PE,1699318812
497,sheridan,44.8333,-106.9173,12.61,51,100,0.89,US,1699318815
498,saint-philippe,-21.3585,55.7679,20.06,87,57,3.65,RE,1699318816
499,abepura,-2.6333,140.5833,31.45,55,20,5.14,ID,1699318817
500,antsiranana,-12.2787,49.2917,24.72,81,27,6.87,MG,1699318818
501,vicovu de jos,47.9,25.7333,5.07,86,0,2.3,RO,1699318819
502,yinchuan,38.4681,106.2731,6.27,18,100,0.15,CN,1699318782
503,guarapari,-20.6667,-40.4975,22.16,74,76,4.45,BR,1699318821
504,oeiras do para,-2.0031,-49.8544,24.83,91,77,1.6,BR,1699318822
505,nguigmi,14.2495,13.1092,25.73,20,61,5.08,NE,1699318823
506,chake chake,-5.2459,39.7666,24.54,88,96,1.89,TZ,1699318765
507,jimma,7.6667,36.8333,13.86,95,73,0.39,ET,1699318825
508,bernalda,40.4128,16.692,16.75,74,1,2.02,IT,1699318826
509,kimbe,-5.5502,150.1429,30.07,71,78,0.7,PG,1699318827
510,galle,6.0367,80.217,25.33,83,45,0.75,LK,1699318609
511,vikhorevka,56.1201,101.1636,-13.23,98,93,1.03,RU,1699318828
512,pemangkat,1.1667,108.9667,26.13,85,99,2.45,ID,1699318829
513,mudukulattur,9.3417,78.5139,25.88,83,100,3.17,IN,1699318830
514,santa cruz,-17.8,-63.1667,28.28,40,17,1.51,BO,1699318831
515,archangelos,36.2149,28.1149,21.84,82,0,4.19,GR,1699318832
516,necochea,-38.5473,-58.7368,16.99,66,36,5.21,AR,1699318833
517,kindu,-2.95,25.95,20.85,99,100,0.86,CD,1699318834
518,axim,4.8699,-2.2405,25.97,87,100,1.25,GH,1699318657
519,nago,26.5881,127.9761,23.44,67,63,7.66,JP,1699318691
520,praia,14.9215,-23.5087,25.93,76,100,7.13,CV,1699318836
521,chul'man,56.8479,124.9104,-21.78,94,47,0.38,RU,1699318837
522,brigantine,39.4101,-74.3646,14.45,86,100,6.71,US,1699318838
523,jayapura,-2.5333,140.7,31.66,82,100,1.29,ID,1699318318
524,robore,-18.3333,-59.75,28.72,41,5,1.47,BO,1699318839
525,hilo,19.7297,-155.09,28.12,71,1,1.34,US,1699318840
526,bandar lampung,-5.4254,105.258,28.22,74,55,1.6,ID,1699318586
527,mancio lima,-7.6142,-72.8958,25.88,77,85,1.34,BR,1699318842
528,tanhacu,-14.0214,-41.2481,22.6,78,100,2.41,BR,1699318844
529,hami,42.8,93.45,1.24,29,40,2.97,CN,1699318845
530,enriquillo,17.9,-71.2333,25.73,86,13,2.06,DO,1699318846
531,banda aceh,5.5577,95.3222,27.16,79,100,0.87,ID,1699318847
532,notodden,59.5594,9.2585,4.73,91,93,1.6,NO,1699318848
533,mary,37.0,62.5,16.96,64,18,5.03,TM,1699318849
534,ardestan,33.3761,52.3694,15.18,46,31,1.63,IR,1699318850
535,siverskiy,59.3544,30.0783,5.07,90,100,1.44,RU,1699318850
536,maridi,4.9158,29.4742,19.84,95,76,1.15,SS,1699318851
537,bela,25.9333,81.9833,19.88,49,28,1.07,IN,1699318852
538,khanty-mansiysk,61.0042,69.0019,-5.94,93,0,3.13,RU,1699318853
539,marquelia,16.5833,-98.8167,27.07,81,36,0.82,MX,1699318854
540,ghanzi,-21.5667,21.7833,20.89,75,100,3.27,BW,1699318856
541,la ronge,55.1001,-105.2842,-1.92,88,100,5.17,CA,1699318857
542,soufriere,13.8562,-61.0566,27.16,87,80,6.68,LC,1699318858
543,bubaque,11.2833,-15.8333,29.14,76,9,6.36,GW,1699318859
544,kalemie,-5.9475,29.1947,20.29,92,99,2.68,CD,1699318861
545,sibolga,1.7427,98.7792,25.36,89,100,0.59,ID,1699318862
546,bengkulu,-3.8004,102.2655,25.24,90,100,1.23,ID,1699318864
547,islamkot,24.6997,70.177,24.82,37,0,2.21,PK,1699318865
548,dickson,36.077,-87.3878,19.39,67,40,3.6,US,1699318866
549,pirallahi,40.4723,50.333,17.08,83,30,13.78,AZ,1699318868
550,elkins,38.9259,-79.8467,14.74,66,0,0.0,US,1699318868
551,manta,-0.95,-80.7333,24.1,79,39,2.91,EC,1699318869
552,cartagena,10.3997,-75.5144,27.01,82,100,1.24,CO,1699318870
553,mokhsogollokh,61.4681,128.9203,-22.44,96,91,1.48,RU,1699318871
554,opuwo,-18.0607,13.84,16.8,29,49,1.54,NA,1699318872
555,san julian,21.0167,-102.1667,17.64,23,13,2.13,MX,1699318872
556,anchorage,61.2181,-149.9003,0.07,93,100,1.54,US,1699318866
557,tarauaca,-8.1614,-70.7656,26.67,63,94,1.39,BR,1699318874
558,aripuana,-9.1667,-60.6333,25.5,81,83,0.37,BR,1699318875
559,cockburn town,21.4612,-71.1419,27.63,72,100,2.89,TC,1699318875
560,awjilah,29.1081,21.2869,21.76,42,0,2.49,LY,1699318876
561,north bend,43.4065,-124.2243,13.81,94,100,4.12,US,1699318878
562,freeport,40.6576,-73.5832,13.34,85,100,1.79,US,1699318879
563,roma,43.2128,-75.4557,9.85,70,100,3.6,US,1699318880
564,petoskey,45.3733,-84.9553,12.79,89,100,6.71,US,1699318880
565,siemiatycze,52.4272,22.8623,8.03,84,75,5.8,PL,1699318881
